Unnamed: 0,Position,Rating,Pace,Acceleration,Sprint Speed,Shooting,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Passing,Vision,Crossing,FK. Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Dribbling.1,Composure,Defending,Interceptions,Heading Accuracy,Marking,Standing Tackle,Sliding Tackle,Physicality,Jumping,Stamina,Strength,Aggression,Name,Club,Nation,League,Skills,Weak Foot,Intl. Rep,Foot,Height,Weight,Revision,Def. WR,Att. WR,Origin,Version,PS4 Games Played,Days in game,Acrobat,Aerial Threat,Clinical Finisher,Complete Defender,Complete Forward,Crosser,Distance Shooter,Dribbler,FK Specialist,Midfielder,Play Maker,Poacher,Speedster,Strength Spec,Tackler,Tactician,Avoids Using Weaker Foot,Backs Into Player,Chip Shot,Corner Specialist,Crosser - Early Crosser,Dives Into Tackles,Dribbler - Speed Dribbler,Flair,GK One On One,Giant Throw In,Injury Prone,Leadership,Long Throw,Long Thrower,One Club Player,Passing - Long Passer,Playmaker,Power Header,Puncher,Pushes Up For Corners,Selfish,Shooting - Chip Shot,Shooting - Finesse Shot,Shooting - Long Shot Taker,Sweeper Keeper,Takes Finesse Style Free Kicks,Takes Powerful Driven Free Kicks,Target Forward,Technical Dribbler,Tries To Beat Defensive Line,Ultimate Professional,games_day
3356,LM,72,79,78,79,69,70,67,77,67,59,70,64,69,70,51,66,51,65,75,75,68,71,74,75,64,40,36,48,35,43,46,69,45,75,68,69,Ivo Tiago Santos Rodrigues,Royal Antwerp FC,Portugal,Belgium Pro League,3,3,1,Right,179,72,Normal,High,High,N\A, silver,1201,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3.364145658
3357,LM,72,88,89,87,58,63,52,70,63,43,61,70,66,75,69,70,69,65,77,80,76,60,72,77,51,29,31,54,26,25,24,59,67,69,65,30,Daniel Álvarez,Club Necaxa,Mexico,LIGA Bancomer MX,2,2,1,Right,176,70,Normal,Med,High,N\A, silver,921,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.579831933
3362,RM,72,84,85,84,58,72,64,58,49,41,45,62,62,65,31,69,55,45,71,82,70,70,71,71,67,60,62,48,62,62,61,66,47,80,65,54,Hyeon Beom Ahn,Jeju United FC,Korea Republic,K LEAGUE Classic,3,3,1,Right,178,72,Normal,Med,High,N\A, silver,1194,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.344537815
3366,LM,72,77,76,78,69,68,71,72,66,52,64,66,59,74,57,68,61,65,77,73,56,67,75,77,60,47,46,56,48,43,46,62,59,74,63,43,Alfonso Pedraza Sag,D. Alavés,Spain,LaLiga Santander,3,2,1,Left,182,75,Normal,Med,Med,N\A, silver,1768,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9523809519999995
3371,RM,72,78,76,79,65,71,65,72,60,57,50,68,70,70,56,68,67,63,76,68,67,64,73,76,69,46,47,65,42,45,43,71,55,72,77,60,Karim Onisiwo,1. FSV Mainz 05,Austria,Bundesliga,3,3,1,Right,188,85,Normal,Med,Med,N\A, silver,858,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.403361345
3383,LM,72,80,81,80,68,61,68,68,73,66,58,66,71,59,62,66,65,72,78,75,72,72,77,78,62,49,60,56,44,46,47,68,72,76,68,55,Hernán Toledo,UD Las Palmas,Argentina,LaLiga Santander,4,3,1,Right,180,72,Normal,Med,Med,N\A, silver,1284,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.596638655
3385,LM,72,75,77,74,65,65,66,72,58,70,54,69,72,67,59,72,65,74,75,84,86,78,75,75,73,30,40,38,18,37,22,48,53,61,43,41,João António Antunes Carvalho,SL Benfica,Portugal,Liga NOS,3,3,1,Right,170,66,Normal,Low,Med,N\A, silver,998,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.7955182069999998
3388,LM,72,89,90,89,60,60,55,70,60,54,63,64,66,71,45,66,60,52,75,80,90,68,73,75,63,32,43,34,30,29,28,65,31,78,62,65,Bernard Berisha,Akhmat Grozny,Kosovo,Russian Football Premier League,3,4,1,Right,165,66,Normal,Med,High,N\A, silver,1387,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.885154062
3389,RM,72,82,84,81,54,72,63,49,39,44,45,67,64,74,39,69,75,35,72,88,87,65,66,72,58,28,29,38,22,31,26,52,76,78,35,58,Takahiro Sekine,FC Ingolstadt 04,Japan,Bundesliga 2,3,3,1,Right,167,61,Normal,Low,High,N\A, silver,675,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.890756303
3430,LM,71,89,90,89,52,58,43,72,50,57,45,65,55,73,48,68,65,60,68,82,84,72,69,68,65,62,63,58,59,64,63,77,79,91,72,70,Simone Rizzato,Avellino,Italy,Calcio B,3,3,1,Left,174,65,Normal,Med,High,N\A, silver,1682,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.711484594
3436,RM,71,64,67,61,66,69,61,72,73,64,66,73,74,69,73,76,72,68,72,66,70,73,75,72,76,55,48,59,52,60,57,62,60,64,57,74,Almen Abdi,Sheffield Wednesday,Switzerland,EFL Championship,3,4,2,Right,180,75,Normal,Med,Med,N\A, silver,261,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.731092437
3444,RM,71,77,76,77,65,66,60,74,73,54,61,70,68,76,78,67,68,75,68,83,90,69,70,68,72,45,52,36,41,46,45,53,59,76,31,76,Ross Wallace,Sheffield Wednesday,Scotland,EFL Championship,3,3,1,Left,167,64,Normal,Med,Med,N\A, silver,366,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.025210084
3446,LM,71,60,61,60,73,68,71,78,77,65,60,72,73,75,73,72,68,71,75,72,75,66,75,75,73,55,60,62,50,55,49,68,61,65,67,77,Mariano González,Club Atlético Huracán,Argentina,Primera División,3,4,2,Right,175,80,Normal,Low,High,N\A, silver,125,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.35014005600000003
3448,RM,71,86,84,87,67,70,66,70,65,69,72,63,66,66,48,66,54,59,72,80,77,71,74,72,66,26,31,60,16,22,20,67,64,62,66,77,Sercan Yıldırım,Bursaspor,Turkey,Süper Lig,3,3,2,Right,182,71,Normal,Low,High,N\A, silver,279,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.781512605
3460,RM,71,59,52,65,68,66,67,68,70,75,61,78,79,79,72,76,79,78,69,88,68,65,71,69,78,47,44,44,43,48,61,44,29,67,37,35,Magnus Wolff Eikrem,Malmö FF,Norway,Allsvenskan,2,4,1,Right,184,69,Normal,Low,Low,N\A, silver,916,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.565826331
3468,LM,71,78,79,77,68,68,65,76,71,67,59,66,62,71,64,69,61,63,72,75,70,67,68,72,66,52,56,60,47,53,51,70,75,86,65,62,Moritz Stoppelkamp,MSV Duisburg,Germany,Bundesliga 2,3,3,1,Right,180,75,Normal,Med,High,N\A, silver,1006,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2.8179271710000005
3496,RM,71,77,77,77,71,59,71,75,71,75,62,67,66,68,62,72,60,58,75,78,78,77,71,75,61,28,16,59,40,19,14,58,67,61,59,49,Issiar Dia,Evkur Yeni Malatyaspor,Senegal,Süper Lig,4,3,1,Right,167,62,Normal,Low,High,N\A, silver,677,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.896358543
3521,RM,71,79,81,77,65,68,64,70,64,60,67,68,67,70,64,68,65,67,72,76,66,65,71,72,65,43,48,50,32,51,37,69,68,74,70,60,Pablo Barrera,U.N.A.M.,Mexico,LIGA Bancomer MX,3,4,1,Right,178,72,Normal,Low,Med,N\A, silver,325,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9103641459999999
3525,RM,71,69,69,69,65,67,63,71,68,66,43,69,74,74,69,68,59,72,72,78,78,68,72,72,71,31,34,39,31,30,22,63,66,74,55,70,Christian Bolaños,Vancouver Whitecaps FC,Costa Rica,Major League Soccer,4,4,2,Right,175,70,Normal,Low,High,N\A, silver,1018,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.8515406160000003
3528,RM,71,78,77,78,65,68,61,73,66,63,55,64,66,67,61,62,59,69,80,80,77,67,71,80,65,58,55,64,57,58,59,68,78,67,66,74,Hervé Kage,KV Kortrijk,Congo DR,Belgium Pro League,3,4,1,Right,177,81,Normal,Low,Med,N\A, silver,450,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.2605042020000001
3529,LM,71,60,61,60,70,74,70,70,72,69,63,72,72,71,71,72,70,74,71,73,71,68,73,71,69,38,52,47,29,35,38,59,47,74,57,48,Thomas Matton,KAA Gent,Belgium,Belgium Pro League,3,3,1,Right,178,73,Normal,Med,Med,N\A, silver,267,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.74789916
3532,RM,71,85,85,85,70,65,72,71,69,59,65,64,59,67,62,65,65,54,70,79,63,65,66,70,70,34,38,53,22,35,35,68,73,82,62,64,Jacek Kiełb,Korona Kielce,Poland,Ekstraklasa,3,3,1,Right,183,70,Normal,Med,Med,N\A, silver,752,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.1064425769999997
3535,LM,71,89,85,92,67,66,64,83,61,56,65,63,64,66,54,65,59,61,72,74,78,66,69,72,72,34,24,61,25,40,37,72,79,86,65,71,Daniel Larsson,Akhisar Belediyespor,Sweden,Süper Lig,2,4,1,Right,175,79,Normal,Low,High,N\A, silver,705,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.974789916
3537,RM,71,88,86,90,70,71,66,75,73,67,70,63,63,65,53,66,58,68,76,84,79,66,71,76,69,34,31,71,29,29,28,44,83,52,34,48,Yannick dos Santos Djaló,Vitória Setúbal,Portugal,Liga NOS,4,4,2,Right,171,62,Normal,Med,Med,N\A, silver,2845,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.969187675
3538,RM,71,85,84,85,61,72,62,58,59,59,66,63,72,63,65,63,50,55,74,84,86,71,71,74,75,52,49,50,49,59,51,76,83,75,73,81,Jesús Manuel Santana Abreu,CD Tenerife,Spain,LaLiga 1 I 2 I 3,3,3,1,Right,172,62,Normal,High,High,N\A, silver,986,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.761904762
3548,LM,71,75,73,77,70,68,71,68,77,65,53,66,73,61,59,68,58,72,72,83,65,70,74,72,73,32,34,49,27,30,28,60,64,71,64,37,Søren Rieks,IFK Göteborg,Denmark,Allsvenskan,3,3,1,Right,185,75,Normal,Med,High,N\A, silver,566,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.585434174
3569,RM,71,73,71,74,69,67,69,73,70,67,54,68,66,73,62,70,67,57,71,72,72,70,71,71,76,37,49,63,25,38,24,70,78,68,71,68,Nill De Pauw,SV Zulte-Waregem,Belgium,Belgium Pro League,3,4,1,Right,181,77,Normal,High,High,N\A, silver,561,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.571428571
3571,RM,71,86,81,90,52,64,36,70,65,56,62,67,65,70,59,70,60,70,75,84,67,67,74,75,78,42,25,58,36,48,57,68,62,75,71,55,Tomasz Kupisz,Cesena,Poland,Calcio B,3,3,1,Right,180,71,Normal,Med,High,N\A, silver,541,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.515406162
3578,RM,71,87,90,84,63,54,58,79,64,56,62,67,60,71,69,68,65,70,76,86,87,63,73,76,69,28,25,32,23,28,41,64,77,65,59,73,Nicklas Bärkroth,Lech Poznań,Sweden,Ekstraklasa,4,4,1,Right,174,75,Normal,Low,Med,N\A, silver,2330,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.526610644
3604,RM,71,80,76,84,57,76,47,61,66,68,67,68,62,70,70,69,69,69,71,79,74,74,70,71,76,63,60,63,57,69,69,68,62,71,65,75,Marcelo Estigarribia,Colón de Santa Fe,Paraguay,Primera División,3,4,1,Left,181,74,Normal,Med,High,N\A, silver,399,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.117647059
3611,RM,71,80,81,80,56,59,57,62,55,39,35,64,57,71,39,68,68,57,69,70,54,73,73,69,67,65,68,57,64,68,65,76,77,81,78,67,Andrea Rispoli,Palermo,Italy,Calcio B,2,3,1,Right,188,83,Normal,Med,Med,N\A, silver,1004,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81232493
3616,RM,71,80,83,77,65,67,64,70,62,66,65,66,70,64,68,66,60,64,76,82,79,67,74,76,68,35,26,61,29,39,31,54,64,62,46,63,Rogério de A. S. Coutinho,Al Faisaly,Brazil,Dawry Jameel,4,4,1,Right,176,70,Normal,Med,High,N\A, silver,1171,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.280112045
3626,LM,71,75,76,74,64,67,62,66,66,70,59,69,68,69,64,72,62,70,74,81,80,67,72,74,59,33,43,51,22,32,28,60,60,65,59,58,Marco Terrazzino,Sport-Club Freiburg,Germany,Bundesliga,3,3,1,Right,176,74,Normal,Med,Med,N\A, silver,1054,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.952380952
3629,RM,71,90,91,90,63,67,62,68,61,65,54,61,64,57,62,64,49,70,78,84,73,65,74,78,69,45,41,58,56,38,32,70,82,80,64,70,Rhayner Santos Nascimento,Kawasaki Frontale,Brazil,Meiji Yasuda J1 League,4,3,1,Right,172,65,Normal,Med,High,N\A, silver,12257,357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.33333333
3635,LM,71,76,75,77,72,66,70,78,73,63,68,66,62,70,68,66,63,74,76,59,44,68,74,76,73,29,23,48,30,28,22,72,32,67,83,61,Nabil Bahoui,Grasshopper Club Zürich,Sweden,Raiffeisen Super League,3,4,1,Right,188,84,Normal,Med,High,N\A, silver,432,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.210084034
3642,LM,71,73,72,74,56,70,53,45,71,42,58,69,71,67,55,73,64,65,72,73,81,73,69,72,70,66,64,64,65,67,69,64,54,71,59,69,Maxime Barthelmé,La Berrichonne de Châteauroux,France,Domino’s Ligue 2,3,3,1,Left,176,73,Normal,High,Med,N\A, silver,605,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694677871
3648,LM,71,77,78,76,70,70,72,70,72,52,66,66,72,70,73,62,60,71,73,81,74,69,72,73,65,23,25,40,22,18,19,63,56,68,69,44,Yeni Ngbakoto,Queens Park Rangers,Congo DR,EFL Championship,3,3,1,Right,174,72,Normal,Med,High,N\A, silver,583,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.633053221
3658,RM,71,72,70,74,67,70,68,73,59,63,58,66,59,73,59,68,65,69,73,73,72,63,74,73,70,50,49,55,50,46,54,69,46,72,69,71,Thorsten Schick,BSC Young Boys,Austria,Raiffeisen Super League,2,4,1,Right,180,73,Normal,Med,High,N\A, silver,539,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.509803922
3661,RM,71,73,75,72,67,75,69,70,63,48,71,66,69,65,51,69,62,67,73,80,65,67,71,73,64,30,43,66,24,17,21,66,63,74,64,63,Flavio Emmanuel Lopes Paixão,Lechia Gdańsk,Portugal,Ekstraklasa,4,4,1,Right,184,75,Normal,Low,High,N\A, silver,583,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.633053221
3666,LM,71,86,85,87,62,68,59,73,64,36,59,64,58,66,50,68,66,57,71,78,62,67,67,71,64,61,51,73,59,63,65,75,82,84,71,71,Amara Baby,Sporting Charleroi,Senegal,Belgium Pro League,3,3,1,Left,183,75,Normal,High,Med,N\A, silver,1459,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.086834734
3667,RM,71,86,89,84,63,71,68,60,57,53,65,64,66,68,67,66,52,66,72,90,77,68,68,72,68,23,19,43,23,21,18,59,50,73,58,45,Ryan Isaac Mendes da Graça,Kayserispor,Cape Verde Islands,Süper Lig,3,4,1,Right,175,73,Normal,Med,High,N\A, silver,673,357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.8851540619999998
3684,RM,71,91,91,91,61,65,55,82,57,51,51,60,63,67,48,59,57,50,73,90,70,67,71,73,64,48,54,49,39,52,46,75,92,81,76,63,Michael Pereira,Evkur Yeni Malatyaspor,France,Süper Lig,3,4,1,Right,180,74,Normal,Low,High,N\A, silver,1975,357,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.532212885
3694,RM,71,65,67,63,60,72,65,56,50,49,62,70,74,63,63,75,71,61,72,68,72,69,73,72,72,44,57,23,49,42,28,52,53,67,39,66,Romain Amalfitano,Dijon FCO,France,Ligue 1 Conforama,3,4,1,Right,175,72,Normal,Med,Med,N\A, silver,1076,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0140056019999997
3699,RM,71,76,78,74,60,71,64,54,58,40,62,65,61,71,65,67,55,64,77,79,73,69,73,77,68,38,49,51,21,46,34,67,66,70,72,53,Tyronne Gustavo Del Pino Ramos,CD Tenerife,Spain,LaLiga 1 I 2 I 3,4,3,1,Left,180,72,Normal,Med,High,N\A, silver,672,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.882352941
3700,RM,71,72,73,72,72,66,68,80,76,71,70,68,70,71,70,66,65,74,71,70,61,71,73,71,64,33,25,54,29,37,28,64,58,77,71,33,Sergey Tkachev,FC Arsenal Tula,Russia,Russian Football Premier League,3,3,1,Left,184,80,Normal,Med,Med,N\A, silver,225,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6302521010000001
3703,LM,71,90,88,92,63,60,58,70,67,64,57,65,64,67,51,68,61,69,70,82,71,69,71,70,65,56,60,58,49,59,59,65,56,82,58,62,R. Martinho Alves de Lima,Bari,Brazil,Calcio B,3,4,1,Left,183,73,Normal,Med,High,N\A, silver,3612,357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.11764706
3714,LM,71,85,86,85,62,64,61,66,62,56,69,64,61,67,61,65,60,71,73,87,76,64,71,73,67,41,37,57,41,40,34,68,73,80,61,71,Daniel Royer,New York Red Bulls,Austria,Major League Soccer,3,3,1,Right,177,73,Normal,High,High,N\A, silver,1110,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3.1092436969999997
3715,RM,71,84,82,85,65,69,62,73,67,58,46,63,66,66,40,66,60,58,75,84,81,66,71,75,67,49,55,61,43,51,36,65,81,76,52,80,Rilwan Hassan,FC Midtjylland,Nigeria,Alka Superliga,3,4,1,Right,172,64,Normal,Med,High,N\A, silver,1033,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.8935574230000003
3719,LM,71,89,87,90,63,65,61,72,58,62,63,62,64,65,52,64,57,54,72,90,84,67,70,72,65,37,46,58,32,25,52,53,61,77,38,57,Waldemar Sobota,FC St. Pauli,Poland,Bundesliga 2,4,4,1,Right,175,63,Normal,Med,High,N\A, silver,2725,357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.633053221
3720,RM,71,83,82,84,63,62,62,64,65,61,66,67,65,70,70,68,64,68,71,80,80,69,71,71,62,32,35,36,27,34,28,58,67,65,59,44,Danilo Sousa Campos,Antalyaspor,Belgium,Süper Lig,3,3,1,Right,173,72,Normal,Med,Med,N\A, silver,565,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5826330530000001
3721,RM,71,89,87,90,66,63,66,71,65,62,58,65,63,69,56,66,62,69,71,76,73,69,72,71,64,25,32,57,19,18,16,67,65,69,67,63,Ahmet İlhan Özek,Gençlerbirliği SK,Turkey,Süper Lig,4,4,1,Right,181,74,Normal,Low,Med,N\A, silver,732,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.050420168
3725,LM,71,75,77,73,60,66,60,56,62,55,58,67,68,63,74,69,64,72,74,81,76,69,75,74,68,38,31,54,36,42,31,57,51,67,57,44,Youness Mokhtar,PEC Zwolle,Morocco,Eredivisie,4,2,1,Right,179,72,Normal,Med,Med,N\A, silver,497,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.392156863
3729,LM,71,92,92,92,70,68,70,69,72,66,65,60,56,64,67,60,52,72,73,89,84,69,71,73,74,24,23,66,19,20,15,59,84,85,38,71,Benito Raman,Fortuna Düsseldorf,Belgium,Bundesliga 2,3,4,1,Right,172,67,Normal,Med,High,N\A, silver,4600,357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.88515406
3743,RM,71,74,70,77,61,69,61,67,54,57,58,67,67,64,51,73,65,56,76,77,74,67,74,76,72,44,44,55,49,40,32,68,53,68,75,52,Sebastian Lletget,LA Galaxy,United States,Major League Soccer,4,5,1,Right,180,74,Normal,Low,Med,N\A, silver,1242,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.478991597
